player_id,signup_date,country,device_type,avg_session_time,sessions_per_week,last_purchase_amount,total_spent,level_reached,retention_days,churned,satisfaction_score,bug_reports,has_premium
P0305,2025-02-18,Germany,PC,43.45,6,15.98,38.879999999999995,59,76,0,,10.0,True
P0306,2024-12-09,USA,PC,34.02,3,20.72,35.08,22,132,0,10.0,1.0,True
P0307,2025-03-08,UK,iOS,34.68,2,3.08,43.489999999999995,77,17,1,,9.0,False
P0308,2025-01-03,UK,PC,31.42,3,14.81,75.42999999999999,2,145,0,7.0,1.0,False
P0309,2024-12-02,UK,PC,35.75,3,0.0,11.44,55,81,0,8.0,,False
P0310,2025-01-30,Inda,PC,37.68,3,8.01,36.839999999999996,54,111,0,,,True
P0311,2025-04-19,Brazil,iOS,32.15,6,25.56,85.03,42,115,0,7.0,,False
P0312,2024-12-29,Brazil,PC,18.43,8,3.32,30.43,88,49,0,,,False
P0313,2024-11-10,Japan,iOS,36.06,3,0.0,52.98,56,28,1,,,False
P0314,2024-11-26,Germany,iOS,21.11,2,0.0,62.95,100,83,0,10.0,,False
P0315,2024-11-08,Japan,PC,39.55,3,47.91,86.85,76,114,0,4.0,,False
P0316,2024-12-24,Germany,Android,33.24,5,10.84,80.39,64,104,0,10.0,2.0,True
P0317,2025-01-07,Brazil,PC,18.52,4,0.0,11.94,53,44,0,10.0,,False
P0318,2025-04-22,UK,Android,26.16,4,13.08,153.93,21,84,0,1.0,3.0,True
P0319,2024-12-09,Usa,PC,39.54,4,3.57,48.9,46,25,1,,,True
P0320,2025-04-03,Japan,iOS,31.23,10,0.0,0.54,75,61,0,5.0,9.0,True
P0321,2025-02-07,USA,Android,19.91,4,0.7,45.870000000000005,65,104,0,3.0,10.0,False
P0322,2025-01-02,UK,Android,20.48,6,34.97,63.18,34,31,0,,8.0,True
P0323,2025-04-17,Japan,PC,30.77,5,4.45,91.19,81,22,1,,,False
P0324,2025-03-29,UK,Android,17.13,3,6.29,39.19,6,163,0,,,True
P0325,2024-11-03,India,iOS,16.03,4,0.0,56.85,58,49,0,,,True
P0326,2024-12-23,USA,PC,36.4,7,0.0,13.67,15,19,1,,0.0,True
P0327,2025-03-08,Usa,iOS,31.49,4,3.85,32.68,71,107,0,2.0,,True
P0328,2025-01-22,Germany,Android,45.96,4,8.13,9.610000000000001,16,132,0,10.0,1.0,False
P0329,2024-12-12,Usa,Android,26.43,9,9.94,35.75,74,146,0,,,False
P0330,2025-02-09,USA,iOS,25.11,3,28.68,42.21,4,93,0,7.0,5.0,True
P0331,2024-12-10,UK,iOS,43.49,6,0.0,2.0,67,106,0,,3.0,False
P0332,2025-02-11,Inda,PC,18.8,5,0.0,48.29,77,3,1,9.0,,True
P0333,2024-12-10,UK,PC,22.61,4,21.81,49.03,87,30,0,,,False
P0334,2025-04-07,Brazil,Android,26.99,4,0.17,54.36,48,10,1,3.0,,False
P0335,2024-12-08,India,PC,17.91,3,0.0,13.16,64,2,1,9.0,9.0,True
P0336,2025-01-17,Inda,PC,28.42,8,0.06,3.25,27,27,1,8.0,,True
P0337,2024-12-10,UK,Android,29.74,3,5.28,14.2,63,120,0,,,True
P0338,2025-01-28,UK,PC,15.58,8,2.44,14.139999999999999,37,27,1,7.0,,False
P0339,2025-04-22,USA,PC,38.57,5,0.0,87.83,30,45,0,3.0,6.0,False
P0340,2025-01-22,Inda,PC,23.77,4,0.0,5.89,38,70,0,4.0,8.0,False
P0341,2025-01-22,USA,iOS,37.45,3,10.68,48.98,22,68,0,2.0,,False
P0342,2024-12-16,Usa,iOS,32.46,3,7.07,57.86,95,32,0,,,True
P0343,2024-12-04,Germany,PC,0.47,5,27.25,85.66,1,139,0,7.0,4.0,False
P0344,2024-11-16,Germany,PC,20.48,4,38.7,94.72,67,12,1,3.0,9.0,False
P0345,2024-12-27,UK,PC,23.23,3,0.01,23.76,28,25,1,,,True
P0346,2024-12-18,Brazil,iOS,36.19,3,0.0,46.57,84,107,0,,1.0,True
P0347,2025-02-08,USA,PC,16.84,3,0.28,49.02,98,176,0,4.0,6.0,True
P0348,2024-12-23,India,Android,19.29,5,22.11,65.12,24,149,0,,4.0,True
P0349,2025-02-23,USA,iOS,49.11,6,7.45,67.29,100,96,0,1.0,3.0,True
P0350,2025-02-15,Japan,Android,43.04,4,1.37,30.57,78,140,0,,,True
P0351,2025-04-19,Japan,Android,48.39,3,17.81,143.1,98,5,1,4.0,,False
P0352,2024-11-24,Japan,Android,38.81,1,12.45,34.5,83,110,0,6.0,,False
P0353,2025-03-24,USA,iOS,37.21,10,6.54,13.969999999999999,96,75,0,,,False
P0354,2024-12-23,Usa,Android,44.19,9,0.0,7.15,3,163,0,5.0,,True
P0355,2025-03-19,Brazil,iOS,5.12,4,52.37,57.22,43,141,0,9.0,,True
P0356,2025-02-21,Usa,iOS,29.19,5,3.54,19.82,9,20,1,8.0,,True
P0357,2025-03-22,Japan,Android,10.48,4,0.0,17.53,11,38,0,2.0,,False
P0358,2024-11-02,India,PC,23.26,5,22.41,26.29,61,68,0,9.0,9.0,False
P0359,2024-11-04,Usa,PC,14.75,13,4.62,44.599999999999994,45,23,1,2.0,10.0,True
P0360,2025-03-13,Brazil,iOS,29.12,3,0.0,53.66,17,158,0,,,True
P0361,2025-02-05,Brazil,Android,33.38,1,9.52,57.42999999999999,38,64,0,7.0,,True
P0362,2024-11-21,Brazil,iOS,31.73,6,1.36,26.22,34,4,1,,,False
P0363,2024-11-15,UK,PC,35.11,3,20.55,63.57000000000001,24,36,0,,,False
P0364,2024-12-21,UK,iOS,31.24,4,0.0,28.35,4,165,0,,,True
P0365,2024-12-30,Inda,iOS,22.08,8,3.24,144.65,1,127,0,10.0,9.0,True
P0366,2025-01-19,Japan,PC,34.36,6,40.47,44.97,29,161,0,,,True
P0367,2024-12-09,Brazil,iOS,4.68,5,0.0,12.19,33,108,0,10.0,,False
P0368,2024-12-15,Japan,iOS,33.26,10,2.49,51.620000000000005,9,173,0,,,True
P0369,2025-04-13,Inda,Android,42.08,5,0.0,29.15,3,83,0,,2.0,True
P0370,2025-02-05,USA,Android,28.72,5,0.64,4.33,87,16,1,3.0,8.0,False
P0371,2025-02-10,Germany,PC,24.39,3,0.0,2.25,41,22,1,8.0,0.0,True
P0372,2024-12-18,UK,iOS,25.88,4,0.0,6.79,26,112,0,,,True
P0373,2025-03-07,USA,PC,31.32,7,0.04,55.54,51,56,0,9.0,7.0,False
P0374,2024-11-03,Japan,Android,39.53,2,34.36,74.27,24,176,0,,4.0,True
P0375,2025-01-17,India,PC,48.3,4,0.0,32.23,63,76,0,2.0,,False
P0376,2025-02-16,Japan,iOS,39.9,8,0.0,10.83,76,92,0,,,True
P0377,2025-02-24,Brazil,iOS,34.25,2,31.51,141.94,99,168,0,6.0,6.0,True
P0378,2025-01-05,Usa,iOS,23.33,3,0.0,65.5,86,85,0,,7.0,True
P0379,2025-01-19,Germany,Android,31.04,3,13.13,73.45,96,158,0,,,True
P0380,2024-12-12,USA,Android,37.43,3,0.0,87.87,51,170,0,,,True
P0381,2025-03-27,India,PC,17.79,4,2.18,38.17,45,77,0,1.0,6.0,False
P0382,2025-03-27,USA,Android,35.89,3,5.37,124.68,38,134,0,,7.0,False
P0383,2025-04-16,Germany,PC,27.39,2,0.0,1.57,64,116,0,,,False
P0384,2025-01-23,Germany,PC,29.62,4,16.62,44.7,16,73,0,,9.0,True
P0385,2025-02-11,Usa,Android,30.5,3,3.66,44.16,6,21,1,,,False
P0386,2025-03-14,USA,PC,22.75,3,0.0,16.65,73,15,1,,,True
P0387,2025-02-26,Inda,PC,32.0,4,21.73,52.400000000000006,20,79,0,,1.0,False
P0388,2024-11-26,India,PC,21.66,3,0.0,7.4,11,99,0,5.0,9.0,True
P0389,2025-04-19,Japan,Android,36.74,7,0.0,11.77,40,64,0,7.0,,False
P0390,2024-11-08,Inda,Android,28.21,8,0.0,11.59,70,99,0,,,False
P0391,2025-02-14,Japan,Android,33.96,5,0.0,76.48,88,105,0,4.0,,False
P0392,2025-01-14,Usa,Android,41.19,3,0.0,77.55,16,111,0,,7.0,False
P0393,2024-12-01,Usa,Android,22.56,8,0.0,121.42,18,134,0,,6.0,True
P0394,2024-12-11,Germany,PC,52.21,5,0.0,152.23,21,54,0,8.0,,False
P0395,2024-12-15,Japan,iOS,30.09,9,0.0,103.2,7,27,1,1.0,,False
P0396,2025-03-01,Usa,iOS,29.38,6,6.49,85.25999999999999,48,3,1,4.0,,False
P0397,2025-01-03,Brazil,PC,29.58,7,21.75,24.17,70,27,1,2.0,,True
P0398,2024-11-07,Germany,iOS,37.59,8,0.0,14.76,78,121,0,,,False
P0399,2024-12-11,Inda,iOS,19.62,6,0.0,3.81,78,89,0,8.0,,False
P0400,2025-01-08,Brazil,iOS,43.99,5,0.0,69.74,85,167,0,,,False
P0401,2025-02-15,UK,PC,26.18,3,4.72,47.01,73,170,0,,,False
P0402,2025-04-03,Usa,iOS,34.79,2,0.0,64.37,65,127,0,1.0,0.0,True
P0403,2025-01-02,UK,PC,36.8,4,0.0,63.42,55,70,0,,6.0,False
P0404,2025-01-04,UK,Android,21.59,7,11.13,12.74,98,58,0,4.0,,True
P0405,2024-12-10,Usa,iOS,39.34,8,0.0,38.25,9,175,0,,,False
P0406,2024-11-02,USA,iOS,31.16,2,2.54,25.11,93,22,1,4.0,2.0,True
P0407,2025-03-02,Inda,Android,18.84,3,3.53,21.23,14,110,0,8.0,,False
P0408,2025-01-06,Usa,Android,20.16,2,0.0,2.18,85,165,0,,2.0,True
P0409,2024-11-17,UK,iOS,39.91,5,0.0,6.14,100,74,0,1.0,,True
P0410,2025-04-02,UK,Android,30.87,9,0.0,26.48,1,58,0,6.0,2.0,True
P0411,2025-03-12,Inda,iOS,54.89,2,0.0,16.01,7,79,0,10.0,,False
P0412,2025-02-20,UK,Android,35.57,4,14.93,35.9,79,67,0,,,True
P0413,2024-12-12,Japan,Android,28.66,13,2.77,30.53,63,170,0,3.0,7.0,False
P0414,2024-12-28,India,PC,37.55,6,5.33,16.45,60,22,1,10.0,0.0,True
P0415,2025-03-20,Inda,PC,55.05,4,7.89,19.49,97,145,0,,4.0,False
P0416,2024-11-26,Germany,Android,26.81,4,8.71,71.42,85,149,0,,,True
P0417,2025-02-28,Brazil,iOS,40.82,4,9.15,20.39,14,177,0,,1.0,True
P0418,2024-12-23,Brazil,iOS,56.78,3,2.44,105.47,90,26,1,9.0,9.0,True
P0419,2024-12-30,Inda,iOS,30.65,9,0.0,28.43,55,154,0,3.0,,False
P0420,2025-03-22,Inda,PC,43.93,4,0.0,56.01,58,157,0,,5.0,False
P0421,2024-12-05,Inda,iOS,37.11,5,13.81,46.760000000000005,63,68,0,,10.0,True
P0422,2025-02-26,Inda,Android,42.27,8,0.0,1.12,87,79,0,7.0,0.0,False
P0423,2024-12-20,Germany,PC,34.54,9,0.0,52.27,6,100,0,6.0,,False
P0424,2024-11-05,Germany,iOS,40.08,6,15.0,109.05,11,143,0,3.0,9.0,False
P0425,2025-02-10,Japan,Android,24.5,4,0.0,36.5,72,149,0,,10.0,False
P0426,2024-11-15,USA,iOS,34.1,5,0.0,37.99,10,122,0,,,False
P0427,2024-11-26,UK,iOS,31.96,4,12.29,74.49000000000001,4,82,0,,,True
P0428,2024-12-16,India,PC,30.77,7,0.0,36.63,10,112,0,8.0,,True
P0429,2025-02-21,Japan,Android,31.24,4,8.17,29.479999999999997,39,20,1,8.0,,False
P0430,2025-03-31,India,PC,9.35,3,0.0,126.62,6,145,0,,1.0,False
P0431,2024-11-27,Brazil,iOS,30.28,3,0.0,9.9,57,126,0,7.0,,True
P0432,2025-02-26,UK,iOS,44.98,6,0.0,198.65,25,75,0,7.0,,True
P0433,2024-12-21,Brazil,Android,28.7,6,1.06,26.04,84,35,0,,,True
P0434,2024-12-02,Germany,Android,42.9,8,3.35,39.76,42,147,0,2.0,,False
P0435,2024-11-02,Germany,iOS,17.1,3,1.01,28.17,8,18,1,,,False
P0436,2024-12-30,India,Android,19.36,8,5.01,100.18,76,16,1,,7.0,False
P0437,2025-02-05,Germany,PC,23.06,6,3.8,97.00999999999999,7,40,0,3.0,3.0,False
P0438,2025-03-31,Brazil,PC,28.37,2,0.0,19.74,91,168,0,7.0,,False
P0439,2025-03-21,Usa,iOS,46.2,4,0.0,1.75,12,90,0,5.0,,False
P0440,2024-11-07,Inda,iOS,30.8,8,27.84,43.96,33,71,0,,8.0,True
P0441,2024-11-08,UK,PC,21.41,5,4.9,21.520000000000003,12,4,1,,7.0,False
P0442,2024-12-24,Brazil,iOS,19.94,7,8.99,42.580000000000005,45,178,0,,,False
P0443,2025-04-28,Japan,iOS,12.91,4,0.59,44.36000000000001,42,167,0,10.0,,False
P0444,2025-03-07,USA,Android,41.04,3,0.0,135.89,95,159,0,,2.0,True
P0445,2024-12-28,Germany,iOS,23.98,8,6.45,77.17,86,114,0,,1.0,True
P0446,2025-01-29,Japan,Android,22.34,6,35.7,71.64,79,145,0,,4.0,False
P0447,2024-12-09,Japan,Android,29.65,3,0.0,17.68,52,19,1,7.0,8.0,False
P0448,2025-01-19,Japan,PC,25.16,9,1.02,64.75,78,85,0,5.0,,True
P0449,2025-01-18,India,Android,20.34,2,0.0,31.53,61,40,0,6.0,10.0,True
P0450,2024-12-20,UK,Android,28.4,10,0.0,16.33,28,5,1,,4.0,False
P0451,2025-03-25,Germany,iOS,39.37,5,0.0,43.2,40,67,0,,5.0,True
P0452,2024-11-20,India,iOS,48.23,7,0.0,47.11,59,20,1,,0.0,False
P0453,2024-12-04,Germany,PC,27.62,3,2.4,103.34,71,81,0,7.0,3.0,True
P0454,2025-04-20,Germany,iOS,24.82,3,0.0,95.48,75,99,0,7.0,0.0,False
P0455,2025-01-17,UK,Android,27.02,2,0.0,1.65,60,163,0,6.0,10.0,True
P0456,2024-11-06,Usa,iOS,40.73,4,10.45,46.230000000000004,18,112,0,,10.0,True
P0457,2025-04-30,Japan,PC,24.53,6,0.0,30.62,9,179,0,,1.0,False
P0458,2025-04-14,Brazil,PC,22.5,8,0.51,24.92,1,135,0,9.0,,False
P0459,2025-02-05,USA,Android,17.54,5,8.59,213.33,68,71,0,9.0,2.0,False
P0460,2024-12-11,India,PC,22.21,4,18.43,19.97,50,101,0,2.0,,False
P0461,2024-12-30,Germany,iOS,32.03,3,6.61,19.04,13,120,0,,,True
P0462,2025-04-22,UK,Android,32.56,3,0.0,35.58,21,24,1,6.0,3.0,False
P0463,2025-01-16,Brazil,Android,25.12,6,5.66,10.46,46,78,0,,,False
P0464,2025-01-24,Usa,PC,24.43,7,19.82,104.49000000000001,12,69,0,4.0,,True
P0465,2025-03-07,Japan,Android,23.4,7,3.21,35.37,5,11,1,7.0,4.0,False
P0466,2025-03-28,Usa,PC,49.48,2,6.77,25.34,41,160,0,4.0,,False
P0467,2025-04-02,Brazil,Android,40.25,3,0.0,30.36,70,125,0,,10.0,False
P0468,2025-03-17,USA,iOS,15.06,4,14.47,29.9,5,18,1,6.0,5.0,True
P0469,2025-01-28,Germany,PC,39.13,3,0.0,7.16,48,44,0,,,False
P0470,2025-01-01,Germany,iOS,6.28,5,0.0,5.96,27,154,0,,9.0,True
P0471,2025-02-18,Inda,iOS,50.42,7,0.0,134.67,54,125,0,10.0,,True
P0472,2025-01-17,UK,iOS,16.26,5,5.24,26.61,66,91,0,4.0,,True
P0473,2025-02-18,Inda,Android,5.87,8,0.0,5.1,64,69,0,9.0,1.0,True
P0474,2025-03-27,USA,Android,44.8,11,0.59,21.6,15,123,0,1.0,4.0,True
P0475,2024-12-19,UK,iOS,28.11,9,0.0,138.76,72,8,1,1.0,4.0,True
P0476,2024-12-27,Usa,Android,18.05,2,0.0,63.78,8,58,0,,,False
P0477,2024-11-22,India,PC,42.35,9,0.0,6.67,28,176,0,6.0,4.0,True
P0478,2025-03-15,USA,iOS,18.43,2,0.0,66.44,43,72,0,,,False
P0479,2024-12-08,Inda,Android,16.67,7,7.19,28.220000000000002,67,6,1,10.0,,True
P0480,2025-03-03,Japan,PC,40.67,4,5.66,7.34,94,105,0,3.0,,False
P0481,2025-01-24,UK,Android,35.54,4,1.56,72.7,28,16,1,1.0,2.0,True
P0482,2025-04-09,Usa,Android,24.11,7,0.0,17.46,50,59,0,,2.0,False
P0483,2025-04-22,USA,PC,25.41,5,0.0,12.62,20,117,0,,0.0,True
P0484,2025-01-24,Brazil,iOS,22.26,5,5.51,35.62,53,100,0,4.0,3.0,False
P0485,2024-12-22,India,Android,29.44,9,6.08,116.89,31,73,0,,,False
P0486,2024-11-12,India,PC,49.45,4,0.0,97.28,82,144,0,4.0,,True
P0487,2025-02-26,USA,iOS,26.55,3,5.97,147.06,69,45,0,10.0,8.0,False
P0488,2024-12-02,Japan,iOS,25.21,2,1.77,23.27,6,120,0,,,False
P0489,2025-02-03,UK,iOS,52.93,5,0.0,45.32,64,102,0,10.0,1.0,True
P0490,2025-04-16,Germany,Android,28.47,4,0.0,223.23,45,137,0,,,False
P0491,2025-02-28,India,PC,22.5,3,0.0,23.77,30,137,0,10.0,,False
P0492,2024-11-01,UK,iOS,30.28,5,0.58,6.99,47,130,0,2.0,4.0,False
P0493,2024-11-03,USA,Android,31.04,6,4.49,42.75,13,3,1,,8.0,True
P0494,2024-12-24,Brazil,iOS,27.22,7,0.0,4.91,46,44,0,6.0,,False
P0495,2024-12-20,Germany,Android,42.91,4,1.77,162.4,20,25,1,,4.0,True
P0496,2025-04-12,UK,Android,33.29,6,21.04,36.72,16,23,1,7.0,9.0,True
P0497,2025-02-11,USA,Android,31.4,3,0.0,43.16,5,22,1,,,True
P0498,2025-02-27,Japan,Android,23.21,6,0.0,124.3,46,50,0,6.0,9.0,False
P0499,2025-03-23,Germany,Android,0.86,5,24.63,45.06,6,26,1,,2.0,True
P0000,2025-02-21,India,Android,34.97,4,20.11,66.06,24,131,0,6.0,4.0,True
P0001,2025-04-19,India,PC,28.62,4,3.63,40.830000000000005,89,49,0,10.0,,True
P0002,2025-02-21,USA,Android,31.42,4,0.0,142.54,14,9,1,10.0,4.0,False
P0003,2024-11-07,Brazil,iOS,29.65,5,4.96,15.02,4,2,1,6.0,5.0,False
P0004,2025-04-28,Inda,iOS,16.72,7,0.0,2.31,40,82,0,,7.0,True
