,player_id,avg_session_time,sessions_per_week,last_purchase_amount,total_spent,level_reached,retention_days,churned,satisfaction_score,bug_reports,has_premium,signup_month,signup_dayofweek,country_Brazil,country_Germany,country_India,country_Japan,country_USA,country_United Kingdom,device_Android,device_PC,device_iOS
220,P0220,25.94,8,6.22,19.59,53,152,0,6.0,0.0,False,4.0,1.0,0,0,0,0,1,0,0,0,1
221,P0221,16.17,4,0.0,7.18,98,127,0,6.0,0.0,True,4.0,0.0,0,0,0,0,1,0,1,0,0
222,P0222,23.74,4,2.83,70.36,29,156,0,9.0,0.0,True,3.0,6.0,0,0,0,0,1,0,0,0,1
223,P0223,30.15,7,27.54,83.75999999999999,17,157,0,1.0,10.0,False,1.0,6.0,0,0,1,0,0,0,0,1,0
224,P0224,34.62,3,3.26,10.2,68,175,0,9.0,8.0,True,11.0,6.0,0,0,1,0,0,0,0,0,1
225,P0225,39.03,3,4.46,161.56,28,41,0,6.0,1.0,False,4.0,3.0,1,0,0,0,0,0,0,1,0
226,P0226,42.71,0,0.0,97.93,13,141,0,6.0,1.0,False,1.0,3.0,0,0,1,0,0,0,0,0,1
227,P0227,36.31,6,0.0,17.5,88,8,1,6.0,0.0,False,5.0,4.0,0,0,1,0,0,0,0,0,1
228,P0228,21.3,6,0.0,2.99,54,138,0,5.0,0.0,False,11.0,2.0,0,1,0,0,0,0,0,0,1
229,P0229,41.25,6,13.33,33.37,12,116,0,8.0,0.0,False,3.0,1.0,0,0,0,0,1,0,1,0,0
230,P0230,44.12,3,19.46,62.29,42,175,0,9.0,0.0,False,3.0,2.0,0,0,1,0,0,0,1,0,0
231,P0231,24.49,4,0.0,12.63,57,126,0,5.0,0.0,False,3.0,0.0,0,0,0,0,1,0,0,0,1
232,P0232,40.28,6,22.97,84.89,29,98,0,2.0,6.0,False,11.0,5.0,1,0,0,0,0,0,1,0,0
233,P0233,31.31,9,12.93,61.27,57,26,1,9.0,0.0,True,2.0,5.0,0,0,1,0,0,0,0,1,0
234,P0234,18.63,9,0.0,3.13,46,26,1,1.0,0.0,True,3.0,5.0,0,0,0,0,1,0,1,0,0
235,P0235,20.61,1,5.94,13.15,50,166,0,2.0,0.0,False,3.0,2.0,0,0,0,0,1,0,0,0,1
236,P0236,24.7,5,1.81,31.299999999999997,44,108,0,6.0,0.0,True,2.0,5.0,0,0,0,0,0,1,1,0,0
237,P0237,32.25,11,5.74,50.760000000000005,55,102,0,6.0,0.0,False,3.0,5.0,0,0,1,0,0,0,0,1,0
238,P0238,34.26,5,10.98,19.86,88,86,0,6.0,8.0,True,4.0,5.0,0,0,0,0,1,0,0,1,0
239,P0239,30.19,5,16.51,26.3,55,176,0,6.0,4.0,True,4.0,5.0,0,0,0,1,0,0,1,0,0
240,P0240,24.43,1,23.17,31.520000000000003,27,34,0,6.0,0.0,True,12.0,5.0,0,0,0,1,0,0,1,0,0
241,P0241,15.43,3,14.04,139.35,91,90,0,1.0,0.0,False,1.0,3.0,0,0,0,0,1,0,1,0,0
242,P0242,11.6,7,0.0,156.54,22,98,0,6.0,8.0,False,1.0,1.0,0,0,0,0,1,0,0,0,1
243,P0243,46.1,7,0.0,112.26,71,154,0,6.0,4.0,False,4.0,1.0,0,0,1,0,0,0,0,0,1
244,P0244,44.11,4,0.0,20.14,46,156,0,6.0,10.0,False,11.0,3.0,0,1,0,0,0,0,1,0,0
245,P0245,25.95,6,0.0,59.15,24,24,1,10.0,3.0,False,2.0,1.0,0,0,0,0,0,1,0,1,0
246,P0246,12.21,2,14.5,14.5,60,54,0,6.0,4.0,False,4.0,4.0,1,0,0,0,0,0,1,0,0
247,P0247,33.2,3,0.0,28.77,51,86,0,4.0,0.0,False,2.0,4.0,1,0,0,0,0,0,0,0,1
248,P0248,38.12,7,4.11,388.75,100,39,0,6.0,5.0,True,4.0,5.0,0,0,1,0,0,0,1,0,0
249,P0249,43.38,4,12.36,21.52,9,139,0,6.0,5.0,False,11.0,2.0,0,1,0,0,0,0,0,0,1
250,P0250,36.5,5,4.61,139.71,88,104,0,6.0,10.0,True,12.0,2.0,0,1,0,0,0,0,0,1,0
251,P0251,14.97,4,0.0,1.57,41,73,0,6.0,0.0,False,2.0,4.0,0,0,0,0,1,0,0,0,1
252,P0252,20.58,5,6.59,41.92,96,128,0,6.0,1.0,True,2.0,4.0,0,0,0,0,1,0,0,0,1
253,P0253,34.54,2,0.0,79.86,33,14,1,6.0,6.0,False,12.0,2.0,0,0,1,0,0,0,1,0,0
254,P0254,37.74,7,0.0,80.47,99,147,0,10.0,8.0,False,1.0,6.0,0,0,0,0,0,1,0,1,0
255,P0255,19.99,5,0.0,14.42,56,119,0,3.0,1.0,False,4.0,5.0,0,0,0,0,1,0,0,0,1
256,P0256,30.7,4,0.0,65.97,78,69,0,6.0,0.0,True,3.0,1.0,0,0,0,1,0,0,0,1,0
257,P0257,23.6,5,0.0,23.41,68,33,0,4.0,0.0,False,4.0,5.0,1,0,0,0,0,0,0,0,1
258,P0258,24.41,7,5.98,194.82,66,6,1,6.0,0.0,False,1.0,1.0,0,0,1,0,0,0,0,0,1
259,P0259,33.4,5,0.77,47.27,98,89,0,6.0,0.0,False,4.0,4.0,0,0,1,0,0,0,1,0,0
260,P0260,39.48,3,30.25,47.89,54,148,0,6.0,3.0,False,3.0,2.0,0,0,1,0,0,0,0,1,0
261,P0261,17.14,5,0.0,29.95,96,48,0,6.0,0.0,False,1.0,2.0,0,0,1,0,0,0,1,0,0
262,P0262,13.52,0,1.91,8.14,89,10,1,6.0,0.0,True,3.0,0.0,0,0,0,0,1,0,1,0,0
263,P0263,31.69,7,8.74,23.33,36,83,0,6.0,9.0,True,1.0,6.0,0,0,1,0,0,0,0,1,0
264,P0264,41.24,4,5.68,10.54,85,127,0,9.0,3.0,True,12.0,6.0,0,0,0,0,1,0,0,0,1
265,P0265,26.66,2,0.0,44.51,17,43,0,9.0,0.0,False,3.0,1.0,0,0,0,0,0,1,1,0,0
266,P0266,38.08,4,0.0,14.28,69,43,0,2.0,0.0,False,1.0,6.0,0,0,0,0,1,0,0,1,0
267,P0267,20.27,5,4.05,112.17999999999999,19,164,0,8.0,0.0,False,2.0,0.0,0,0,1,0,0,0,0,0,1
268,P0268,44.17,5,0.0,38.65,60,28,1,1.0,5.0,True,2.0,0.0,0,0,1,0,0,0,0,1,0
269,P0269,36.81,5,0.0,89.68,40,164,0,2.0,0.0,False,11.0,0.0,0,0,0,0,0,1,0,1,0
270,P0270,24.5,2,6.98,9.870000000000001,54,88,0,6.0,0.0,True,11.0,4.0,0,0,0,0,0,1,1,0,0
271,P0271,38.6,5,0.73,11.0,21,109,0,6.0,2.0,False,4.0,0.0,0,0,1,0,0,0,1,0,0
272,P0272,26.69,5,17.63,95.49,55,46,0,6.0,0.0,True,3.0,4.0,0,0,1,0,0,0,0,1,0
273,P0273,23.88,5,4.99,45.29,35,39,0,6.0,0.0,True,2.0,6.0,0,0,0,1,0,0,0,0,1
274,P0274,34.18,7,11.84,24.88,23,45,0,1.0,0.0,True,3.0,4.0,0,0,1,0,0,0,1,0,0
275,P0275,38.47,0,12.68,78.59,18,94,0,6.0,5.0,True,12.0,1.0,0,0,1,0,0,0,0,1,0
276,P0276,22.9,4,0.0,2.97,19,118,0,6.0,0.0,False,2.0,2.0,0,0,1,0,0,0,0,0,1
277,P0277,17.41,8,7.91,50.739999999999995,93,176,0,1.0,0.0,False,4.0,1.0,0,0,1,0,0,0,1,0,0
278,P0278,26.64,5,7.09,34.260000000000005,62,17,1,9.0,10.0,False,3.0,0.0,0,0,1,0,0,0,1,0,0
279,P0279,22.11,5,12.85,51.21,65,93,0,6.0,5.0,True,3.0,4.0,0,0,0,0,1,0,1,0,0
280,P0280,29.47,7,0.0,24.54,18,179,0,6.0,7.0,False,12.0,6.0,0,0,1,0,0,0,0,1,0
281,P0281,42.24,6,4.71,86.14,79,20,1,6.0,2.0,False,2.0,3.0,1,0,0,0,0,0,0,1,0
282,P0282,23.65,3,12.83,66.29,96,91,0,2.0,0.0,False,12.0,4.0,0,0,1,0,0,0,0,1,0
283,P0283,18.1,3,0.0,2.49,36,136,0,6.0,9.0,False,1.0,6.0,0,0,0,0,1,0,1,0,0
284,P0284,42.07,3,2.32,64.77,59,71,0,6.0,0.0,False,12.0,1.0,0,0,0,0,1,0,0,0,1
285,P0285,57.5,9,12.6,28.4,8,104,0,6.0,7.0,True,11.0,6.0,1,0,0,0,0,0,0,1,0
286,P0286,40.34,7,31.82,60.019999999999996,62,38,0,6.0,2.0,False,4.0,4.0,0,1,0,0,0,0,0,0,1
287,P0287,32.85,6,9.05,24.42,53,132,0,6.0,0.0,False,11.0,6.0,0,1,0,0,0,0,0,0,1
288,P0288,20.51,2,0.34,106.02000000000001,35,79,0,5.0,0.0,True,1.0,4.0,0,1,0,0,0,0,0,0,1
289,P0289,44.35,7,0.0,4.95,8,75,0,1.0,5.0,True,1.0,3.0,0,0,0,0,0,1,1,0,0
290,P0290,54.49,6,0.84,19.55,86,166,0,6.0,1.0,True,1.0,6.0,0,0,0,0,1,0,0,0,1
291,P0291,18.24,4,27.87,54.66,10,83,0,9.0,3.0,False,2.0,6.0,0,0,1,0,0,0,0,1,0
292,P0292,47.69,7,54.33,252.81,4,113,0,6.0,3.0,True,4.0,0.0,0,0,0,0,0,1,0,0,1
293,P0293,25.08,9,10.34,193.3,54,150,0,3.0,0.0,False,11.0,5.0,0,0,0,0,1,0,0,1,0
294,P0294,42.31,5,0.0,0.97,33,119,0,6.0,0.0,True,12.0,0.0,0,0,0,0,1,0,1,0,0
295,P0295,46.85,9,0.0,4.99,43,150,0,6.0,0.0,False,2.0,0.0,0,0,1,0,0,0,0,0,1
296,P0296,32.07,9,2.24,14.42,81,119,0,9.0,0.0,False,2.0,4.0,0,0,1,0,0,0,1,0,0
297,P0297,37.38,5,11.07,122.30000000000001,29,147,0,6.0,1.0,True,11.0,4.0,0,0,1,0,0,0,0,0,1
298,P0298,18.06,3,0.0,28.85,84,131,0,6.0,0.0,True,3.0,6.0,0,0,1,0,0,0,0,0,1
299,P0299,26.99,6,1.39,16.21,49,164,0,4.0,4.0,True,12.0,3.0,1,0,0,0,0,0,0,1,0
300,P0300,38.51,4,0.0,0.16,60,87,0,6.0,0.0,True,4.0,4.0,0,1,0,0,0,0,0,1,0
301,P0301,45.01,3,5.42,36.08,13,89,0,6.0,2.0,False,11.0,5.0,0,1,0,0,0,0,0,0,1
302,P0302,31.74,3,0.0,31.83,73,76,0,6.0,0.0,False,2.0,0.0,0,0,0,1,0,0,0,1,0
303,P0303,19.61,4,0.0,26.91,96,62,0,8.0,0.0,False,12.0,5.0,0,0,0,0,1,0,0,0,1
304,P0304,30.43,8,19.29,28.32,67,156,0,3.0,5.0,False,4.0,4.0,0,0,0,0,1,0,0,1,0
305,P0305,43.45,6,15.98,38.879999999999995,59,76,0,6.0,10.0,True,2.0,1.0,0,1,0,0,0,0,0,1,0
306,P0306,34.02,3,20.72,35.08,22,132,0,10.0,1.0,True,12.0,0.0,0,0,0,0,1,0,0,1,0
307,P0307,34.68,2,3.08,43.489999999999995,77,17,1,6.0,9.0,False,3.0,5.0,0,0,0,0,0,1,0,0,1
308,P0308,31.42,3,14.81,75.42999999999999,2,145,0,7.0,1.0,False,1.0,4.0,0,0,0,0,0,1,0,1,0
309,P0309,35.75,3,0.0,11.44,55,81,0,8.0,0.0,False,12.0,0.0,0,0,0,0,0,1,0,1,0
310,P0310,37.68,3,8.01,36.839999999999996,54,111,0,6.0,0.0,True,1.0,3.0,0,0,1,0,0,0,0,1,0
311,P0311,32.15,6,25.56,85.03,42,115,0,7.0,0.0,False,4.0,5.0,1,0,0,0,0,0,0,0,1
312,P0312,18.43,8,3.32,30.43,88,49,0,6.0,0.0,False,12.0,6.0,1,0,0,0,0,0,0,1,0
313,P0313,36.06,3,0.0,52.98,56,28,1,6.0,0.0,False,11.0,6.0,0,0,0,1,0,0,0,0,1
314,P0314,21.11,2,0.0,62.95,100,83,0,10.0,0.0,False,11.0,1.0,0,1,0,0,0,0,0,0,1
315,P0315,39.55,3,47.91,86.85,76,114,0,4.0,0.0,False,11.0,4.0,0,0,0,1,0,0,0,1,0
316,P0316,33.24,5,10.84,80.39,64,104,0,10.0,2.0,True,12.0,1.0,0,1,0,0,0,0,1,0,0
317,P0317,18.52,4,0.0,11.94,53,44,0,10.0,0.0,False,1.0,1.0,1,0,0,0,0,0,0,1,0
318,P0318,26.16,4,13.08,153.93,21,84,0,1.0,3.0,True,4.0,1.0,0,0,0,0,0,1,1,0,0
319,P0319,39.54,4,3.57,48.9,46,25,1,6.0,0.0,True,12.0,0.0,0,0,0,0,1,0,0,1,0
320,P0320,31.23,10,0.0,0.54,75,61,0,5.0,9.0,True,4.0,3.0,0,0,0,1,0,0,0,0,1
321,P0321,19.91,4,0.7,45.870000000000005,65,104,0,3.0,10.0,False,2.0,4.0,0,0,0,0,1,0,1,0,0
322,P0322,20.48,6,34.97,63.18,34,31,0,6.0,8.0,True,1.0,3.0,0,0,0,0,0,1,1,0,0
323,P0323,30.77,5,4.45,91.19,81,22,1,6.0,0.0,False,4.0,3.0,0,0,0,1,0,0,0,1,0
324,P0324,17.13,3,6.29,39.19,6,163,0,6.0,0.0,True,3.0,5.0,0,0,0,0,0,1,1,0,0
325,P0325,16.03,4,0.0,56.85,58,49,0,6.0,0.0,True,11.0,6.0,0,0,1,0,0,0,0,0,1
326,P0326,36.4,7,0.0,13.67,15,19,1,6.0,0.0,True,12.0,0.0,0,0,0,0,1,0,0,1,0
327,P0327,31.49,4,3.85,32.68,71,107,0,2.0,0.0,True,3.0,5.0,0,0,0,0,1,0,0,0,1
328,P0328,45.96,4,8.13,9.610000000000001,16,132,0,10.0,1.0,False,1.0,2.0,0,1,0,0,0,0,1,0,0
329,P0329,26.43,9,9.94,35.75,74,146,0,6.0,0.0,False,12.0,3.0,0,0,0,0,1,0,1,0,0
330,P0330,25.11,3,28.68,42.21,4,93,0,7.0,5.0,True,2.0,6.0,0,0,0,0,1,0,0,0,1
331,P0331,43.49,6,0.0,2.0,67,106,0,6.0,3.0,False,12.0,1.0,0,0,0,0,0,1,0,0,1
332,P0332,18.8,5,0.0,48.29,77,3,1,9.0,0.0,True,2.0,1.0,0,0,1,0,0,0,0,1,0
333,P0333,22.61,4,21.81,49.03,87,30,0,6.0,0.0,False,12.0,1.0,0,0,0,0,0,1,0,1,0
334,P0334,26.99,4,0.17,54.36,48,10,1,3.0,0.0,False,4.0,0.0,1,0,0,0,0,0,1,0,0
335,P0335,17.91,3,0.0,13.16,64,2,1,9.0,9.0,True,12.0,6.0,0,0,1,0,0,0,0,1,0
336,P0336,28.42,8,0.06,3.25,27,27,1,8.0,0.0,True,1.0,4.0,0,0,1,0,0,0,0,1,0
337,P0337,29.74,3,5.28,14.2,63,120,0,6.0,0.0,True,12.0,1.0,0,0,0,0,0,1,1,0,0
338,P0338,15.58,8,2.44,14.139999999999999,37,27,1,7.0,0.0,False,1.0,1.0,0,0,0,0,0,1,0,1,0
339,P0339,38.57,5,0.0,87.83,30,45,0,3.0,6.0,False,4.0,1.0,0,0,0,0,1,0,0,1,0
340,P0340,23.77,4,0.0,5.89,38,70,0,4.0,8.0,False,1.0,2.0,0,0,1,0,0,0,0,1,0
341,P0341,37.45,3,10.68,48.98,22,68,0,2.0,0.0,False,1.0,2.0,0,0,0,0,1,0,0,0,1
342,P0342,32.46,3,7.07,57.86,95,32,0,6.0,0.0,True,12.0,0.0,0,0,0,0,1,0,0,0,1
343,P0343,0.47,5,27.25,85.66,1,139,0,7.0,4.0,False,12.0,2.0,0,1,0,0,0,0,0,1,0
344,P0344,20.48,4,38.7,94.72,67,12,1,3.0,9.0,False,11.0,5.0,0,1,0,0,0,0,0,1,0
345,P0345,23.23,3,0.01,23.76,28,25,1,6.0,0.0,True,12.0,4.0,0,0,0,0,0,1,0,1,0
346,P0346,36.19,3,0.0,46.57,84,107,0,6.0,1.0,True,12.0,2.0,1,0,0,0,0,0,0,0,1
347,P0347,16.84,3,0.28,49.02,98,176,0,4.0,6.0,True,2.0,5.0,0,0,0,0,1,0,0,1,0
348,P0348,19.29,5,22.11,65.12,24,149,0,6.0,4.0,True,12.0,0.0,0,0,1,0,0,0,1,0,0
349,P0349,49.11,6,7.45,67.29,100,96,0,1.0,3.0,True,2.0,6.0,0,0,0,0,1,0,0,0,1
350,P0350,43.04,4,1.37,30.57,78,140,0,6.0,0.0,True,2.0,5.0,0,0,0,1,0,0,1,0,0
351,P0351,48.39,3,17.81,143.1,98,5,1,4.0,0.0,False,4.0,5.0,0,0,0,1,0,0,1,0,0
352,P0352,38.81,1,12.45,34.5,83,110,0,6.0,0.0,False,11.0,6.0,0,0,0,1,0,0,1,0,0
353,P0353,37.21,10,6.54,13.969999999999999,96,75,0,6.0,0.0,False,3.0,0.0,0,0,0,0,1,0,0,0,1
354,P0354,44.19,9,0.0,7.15,3,163,0,5.0,0.0,True,12.0,0.0,0,0,0,0,1,0,1,0,0
355,P0355,5.12,4,52.37,57.22,43,141,0,9.0,0.0,True,3.0,2.0,1,0,0,0,0,0,0,0,1
356,P0356,29.19,5,3.54,19.82,9,20,1,8.0,0.0,True,2.0,4.0,0,0,0,0,1,0,0,0,1
357,P0357,10.48,4,0.0,17.53,11,38,0,2.0,0.0,False,3.0,5.0,0,0,0,1,0,0,1,0,0
358,P0358,23.26,5,22.41,26.29,61,68,0,9.0,9.0,False,11.0,5.0,0,0,1,0,0,0,0,1,0
359,P0359,14.75,13,4.62,44.599999999999994,45,23,1,2.0,10.0,True,11.0,0.0,0,0,0,0,1,0,0,1,0
360,P0360,29.12,3,0.0,53.66,17,158,0,6.0,0.0,True,3.0,3.0,1,0,0,0,0,0,0,0,1
361,P0361,33.38,1,9.52,57.42999999999999,38,64,0,7.0,0.0,True,2.0,2.0,1,0,0,0,0,0,1,0,0
362,P0362,31.73,6,1.36,26.22,34,4,1,6.0,0.0,False,11.0,3.0,1,0,0,0,0,0,0,0,1
363,P0363,35.11,3,20.55,63.57000000000001,24,36,0,6.0,0.0,False,11.0,4.0,0,0,0,0,0,1,0,1,0
364,P0364,31.24,4,0.0,28.35,4,165,0,6.0,0.0,True,12.0,5.0,0,0,0,0,0,1,0,0,1
365,P0365,22.08,8,3.24,144.65,1,127,0,10.0,9.0,True,12.0,0.0,0,0,1,0,0,0,0,0,1
366,P0366,34.36,6,40.47,44.97,29,161,0,6.0,0.0,True,1.0,6.0,0,0,0,1,0,0,0,1,0
367,P0367,4.68,5,0.0,12.19,33,108,0,10.0,0.0,False,12.0,0.0,1,0,0,0,0,0,0,0,1
368,P0368,33.26,10,2.49,51.620000000000005,9,173,0,6.0,0.0,True,12.0,6.0,0,0,0,1,0,0,0,0,1
369,P0369,42.08,5,0.0,29.15,3,83,0,6.0,2.0,True,4.0,6.0,0,0,1,0,0,0,1,0,0
370,P0370,28.72,5,0.64,4.33,87,16,1,3.0,8.0,False,2.0,2.0,0,0,0,0,1,0,1,0,0
371,P0371,24.39,3,0.0,2.25,41,22,1,8.0,0.0,True,2.0,0.0,0,1,0,0,0,0,0,1,0
372,P0372,25.88,4,0.0,6.79,26,112,0,6.0,0.0,True,12.0,2.0,0,0,0,0,0,1,0,0,1
373,P0373,31.32,7,0.04,55.54,51,56,0,9.0,7.0,False,3.0,4.0,0,0,0,0,1,0,0,1,0
374,P0374,39.53,2,34.36,74.27,24,176,0,6.0,4.0,True,11.0,6.0,0,0,0,1,0,0,1,0,0
375,P0375,48.3,4,0.0,32.23,63,76,0,2.0,0.0,False,1.0,4.0,0,0,1,0,0,0,0,1,0
376,P0376,39.9,8,0.0,10.83,76,92,0,6.0,0.0,True,2.0,6.0,0,0,0,1,0,0,0,0,1
377,P0377,34.25,2,31.51,141.94,99,168,0,6.0,6.0,True,2.0,0.0,1,0,0,0,0,0,0,0,1
378,P0378,23.33,3,0.0,65.5,86,85,0,6.0,7.0,True,1.0,6.0,0,0,0,0,1,0,0,0,1
379,P0379,31.04,3,13.13,73.45,96,158,0,6.0,0.0,True,1.0,6.0,0,1,0,0,0,0,1,0,0
380,P0380,37.43,3,0.0,87.87,51,170,0,6.0,0.0,True,12.0,3.0,0,0,0,0,1,0,1,0,0
381,P0381,17.79,4,2.18,38.17,45,77,0,1.0,6.0,False,3.0,3.0,0,0,1,0,0,0,0,1,0
382,P0382,35.89,3,5.37,124.68,38,134,0,6.0,7.0,False,3.0,3.0,0,0,0,0,1,0,1,0,0
383,P0383,27.39,2,0.0,1.57,64,116,0,6.0,0.0,False,4.0,2.0,0,1,0,0,0,0,0,1,0
384,P0384,29.62,4,16.62,44.7,16,73,0,6.0,9.0,True,1.0,3.0,0,1,0,0,0,0,0,1,0
385,P0385,30.5,3,3.66,44.16,6,21,1,6.0,0.0,False,2.0,1.0,0,0,0,0,1,0,1,0,0
386,P0386,22.75,3,0.0,16.65,73,15,1,6.0,0.0,True,3.0,4.0,0,0,0,0,1,0,0,1,0
387,P0387,32.0,4,21.73,52.400000000000006,20,79,0,6.0,1.0,False,2.0,2.0,0,0,1,0,0,0,0,1,0
388,P0388,21.66,3,0.0,7.4,11,99,0,5.0,9.0,True,11.0,1.0,0,0,1,0,0,0,0,1,0
389,P0389,36.74,7,0.0,11.77,40,64,0,7.0,0.0,False,4.0,5.0,0,0,0,1,0,0,1,0,0
390,P0390,28.21,8,0.0,11.59,70,99,0,6.0,0.0,False,11.0,4.0,0,0,1,0,0,0,1,0,0
391,P0391,33.96,5,0.0,76.48,88,105,0,4.0,0.0,False,2.0,4.0,0,0,0,1,0,0,1,0,0
392,P0392,41.19,3,0.0,77.55,16,111,0,6.0,7.0,False,1.0,1.0,0,0,0,0,1,0,1,0,0
393,P0393,22.56,8,0.0,121.42,18,134,0,6.0,6.0,True,12.0,6.0,0,0,0,0,1,0,1,0,0
394,P0394,52.21,5,0.0,152.23,21,54,0,8.0,0.0,False,12.0,2.0,0,1,0,0,0,0,0,1,0
395,P0395,30.09,9,0.0,103.2,7,27,1,1.0,0.0,False,12.0,6.0,0,0,0,1,0,0,0,0,1
396,P0396,29.38,6,6.49,85.25999999999999,48,3,1,4.0,0.0,False,3.0,5.0,0,0,0,0,1,0,0,0,1
397,P0397,29.58,7,21.75,24.17,70,27,1,2.0,0.0,True,1.0,4.0,1,0,0,0,0,0,0,1,0
398,P0398,37.59,8,0.0,14.76,78,121,0,6.0,0.0,False,11.0,3.0,0,1,0,0,0,0,0,0,1
399,P0399,19.62,6,0.0,3.81,78,89,0,8.0,0.0,False,12.0,2.0,0,0,1,0,0,0,0,0,1
400,P0400,43.99,5,0.0,69.74,85,167,0,6.0,0.0,False,1.0,2.0,1,0,0,0,0,0,0,0,1
401,P0401,26.18,3,4.72,47.01,73,170,0,6.0,0.0,False,2.0,5.0,0,0,0,0,0,1,0,1,0
402,P0402,34.79,2,0.0,64.37,65,127,0,1.0,0.0,True,4.0,3.0,0,0,0,0,1,0,0,0,1
403,P0403,36.8,4,0.0,63.42,55,70,0,6.0,6.0,False,1.0,3.0,0,0,0,0,0,1,0,1,0
404,P0404,21.59,7,11.13,12.74,98,58,0,4.0,0.0,True,1.0,5.0,0,0,0,0,0,1,1,0,0
405,P0405,39.34,8,0.0,38.25,9,175,0,6.0,0.0,False,12.0,1.0,0,0,0,0,1,0,0,0,1
406,P0406,31.16,2,2.54,25.11,93,22,1,4.0,2.0,True,11.0,5.0,0,0,0,0,1,0,0,0,1
407,P0407,18.84,3,3.53,21.23,14,110,0,8.0,0.0,False,3.0,6.0,0,0,1,0,0,0,1,0,0
408,P0408,20.16,2,0.0,2.18,85,165,0,6.0,2.0,True,1.0,0.0,0,0,0,0,1,0,1,0,0
409,P0409,39.91,5,0.0,6.14,100,74,0,1.0,0.0,True,11.0,6.0,0,0,0,0,0,1,0,0,1
410,P0410,30.87,9,0.0,26.48,1,58,0,6.0,2.0,True,4.0,2.0,0,0,0,0,0,1,1,0,0
411,P0411,54.89,2,0.0,16.01,7,79,0,10.0,0.0,False,3.0,2.0,0,0,1,0,0,0,0,0,1
412,P0412,35.57,4,14.93,35.9,79,67,0,6.0,0.0,True,2.0,3.0,0,0,0,0,0,1,1,0,0
413,P0413,28.66,13,2.77,30.53,63,170,0,3.0,7.0,False,12.0,3.0,0,0,0,1,0,0,1,0,0
414,P0414,37.55,6,5.33,16.45,60,22,1,10.0,0.0,True,12.0,5.0,0,0,1,0,0,0,0,1,0
415,P0415,55.05,4,7.89,19.49,97,145,0,6.0,4.0,False,3.0,3.0,0,0,1,0,0,0,0,1,0
416,P0416,26.81,4,8.71,71.42,85,149,0,6.0,0.0,True,11.0,1.0,0,1,0,0,0,0,1,0,0
417,P0417,40.82,4,9.15,20.39,14,177,0,6.0,1.0,True,2.0,4.0,1,0,0,0,0,0,0,0,1
418,P0418,56.78,3,2.44,105.47,90,26,1,9.0,9.0,True,12.0,0.0,1,0,0,0,0,0,0,0,1
419,P0419,30.65,9,0.0,28.43,55,154,0,3.0,0.0,False,12.0,0.0,0,0,1,0,0,0,0,0,1
420,P0420,43.93,4,0.0,56.01,58,157,0,6.0,5.0,False,3.0,5.0,0,0,1,0,0,0,0,1,0
421,P0421,37.11,5,13.81,46.760000000000005,63,68,0,6.0,10.0,True,12.0,3.0,0,0,1,0,0,0,0,0,1
422,P0422,42.27,8,0.0,1.12,87,79,0,7.0,0.0,False,2.0,2.0,0,0,1,0,0,0,1,0,0
423,P0423,34.54,9,0.0,52.27,6,100,0,6.0,0.0,False,12.0,4.0,0,1,0,0,0,0,0,1,0
424,P0424,40.08,6,15.0,109.05,11,143,0,3.0,9.0,False,11.0,1.0,0,1,0,0,0,0,0,0,1
425,P0425,24.5,4,0.0,36.5,72,149,0,6.0,10.0,False,2.0,0.0,0,0,0,1,0,0,1,0,0
426,P0426,34.1,5,0.0,37.99,10,122,0,6.0,0.0,False,11.0,4.0,0,0,0,0,1,0,0,0,1
427,P0427,31.96,4,12.29,74.49000000000001,4,82,0,6.0,0.0,True,11.0,1.0,0,0,0,0,0,1,0,0,1
428,P0428,30.77,7,0.0,36.63,10,112,0,8.0,0.0,True,12.0,0.0,0,0,1,0,0,0,0,1,0
429,P0429,31.24,4,8.17,29.479999999999997,39,20,1,8.0,0.0,False,2.0,4.0,0,0,0,1,0,0,1,0,0
430,P0430,9.35,3,0.0,126.62,6,145,0,6.0,1.0,False,3.0,0.0,0,0,1,0,0,0,0,1,0
431,P0431,30.28,3,0.0,9.9,57,126,0,7.0,0.0,True,11.0,2.0,1,0,0,0,0,0,0,0,1
432,P0432,44.98,6,0.0,198.65,25,75,0,7.0,0.0,True,2.0,2.0,0,0,0,0,0,1,0,0,1
433,P0433,28.7,6,1.06,26.04,84,35,0,6.0,0.0,True,12.0,5.0,1,0,0,0,0,0,1,0,0
434,P0434,42.9,8,3.35,39.76,42,147,0,2.0,0.0,False,12.0,0.0,0,1,0,0,0,0,1,0,0
435,P0435,17.1,3,1.01,28.17,8,18,1,6.0,0.0,False,11.0,5.0,0,1,0,0,0,0,0,0,1
436,P0436,19.36,8,5.01,100.18,76,16,1,6.0,7.0,False,12.0,0.0,0,0,1,0,0,0,1,0,0
437,P0437,23.06,6,3.8,97.00999999999999,7,40,0,3.0,3.0,False,2.0,2.0,0,1,0,0,0,0,0,1,0
438,P0438,28.37,2,0.0,19.74,91,168,0,7.0,0.0,False,3.0,0.0,1,0,0,0,0,0,0,1,0
439,P0439,46.2,4,0.0,1.75,12,90,0,5.0,0.0,False,3.0,4.0,0,0,0,0,1,0,0,0,1
440,P0440,30.8,8,27.84,43.96,33,71,0,6.0,8.0,True,11.0,3.0,0,0,1,0,0,0,0,0,1
